gender,name,variant,base_name,usage_note,declension,genitive,patr_old_m,patr_old_f,patr_m,patr_f,source
М,Александр,Лександр,,,"-а, м.; прост. Лександр, -а.",Александра,Александров,Александрова,Александрович,Александровна,Словарь русских личных имен Петровского
Ж,Александра,Лександра,,,"-ы, ж.; прост. Лександра, -ы.",Александры,,,,,Словарь русских личных имен Петровского
М,Александрин,,,Стар. редк.,"-а, м. Стар. редк.",Александрина,Александринов,Александринова,Александринович,Александриновна,Словарь русских личных имен Петровского
Ж,Александрина,,,Редк.,"-ы, ж. Редк.",Александрины,,,,,Словарь русских личных имен Петровского
М,Алексей,,,,,Алексея,Алексеев,Алексеева,Алексеевич,Алексеевна,-
М,Алексий,,Алексей,Стар. форма имени,"-я, м. Стар. форма имени Алексей (см.).",Алексия,Алексиев,Алексиева,Алексеевич,Алексеевна,(для варианта целевого современного отчества)
М,Алексий,,Алексей,Стар. форма имени,"-я, м. Стар. форма имени Алексей (см.).",Алексия,Алексиев,Алексиева,Алексиевич,Алексиевна,Словарь русских личных имен Петровского
Ж,Алексина,,,,"-ы, ж.",Алексины,,,,,Словарь русских личных имен Петровского
М,Алетий,,,,,,Алетьев,Алетьева,Алетиевич,Алетиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Алетий,,,Стар. редк.,"-я, м. Стар. редк.",Алетия,Алетиев,Алетиева,Алетиевич,Алетиевна,Словарь русских личных имен Петровского
М,Алеф,Алефтий,,Стар. редк.,"-а, м. Стар. редк.; разг. Алефтий, -я.",Алефа,Алефов,Алефова,Алефович,Алефовна,Словарь русских личных имен Петровского
М,Алефтий,,Алеф,Разг.,"-я, м. Разг. к Алеф (см.).",Алефтия,Алефтиев,Алефтиева,Алефович,Алефовна,(для варианта целевого современного отчества)
М,Алефтий,,,,,,Алефтьев,Алефтьева,Алефтиевич,Алефтиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Алефтий,,Алеф,Разг.,"-я, м. Разг. к Алеф (см.).",Алефтия,Алефтиев,Алефтиева,Алефтиевич,Алефтиевна,Словарь русских личных имен Петровского
М,Алим,,,,"-а, м.",Алима,Алимов,Алимова,Алимович,Алимовна,Словарь русских личных имен Петровского
Ж,Алина,,Заимств.,,"-ы, ж. Заимств.",Алины,,,,,Словарь русских личных имен Петровского
